Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,379302,365278,354266,322726
Liabilities,,,,
Total Liabilities,1976,972,1099,17413
Stockholders' Equity,,,,
Common Stock,23762,23762,23762,23762
Total stockholders' equity,377326,364306,353167,305313
Total liabilities and stockholders' equity,379302,365278,354266,322726
