Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,984264,984264,991679,929398,693822
Interest Expense,278360,278360,209387,115164,61050
Income Before Tax,564337,564337,554058,580523,424358
Income Tax Expense,138429,138429,136977,158586,154278
Income from Continuing Operations,425908,425908,417081,421937,270080
Net Income,425906,425906,417106,421891,269979
Net Income available to common shareholders,425906,425906,417106,421891,269979
Basic EPS,-,-,3.24,3.36,2.59
Diluted EPS,-,-,3.24,3.35,2.58
Basic Average Shares,-,-,128595,125465,104239
Diluted Average Shares,-,-,128740,125809,104700
