Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2894000,2915000,2570000,2137000
Depreciation & amortization,-,2185000,1823000,1678000
Stock based compensation,-,-,171000,173000
Change in working capital,-,-1161000,-1163000,1106000
Inventory,-,-1318000,-186000,1292000
Other working capital,-,-2143000,1878000,5423000
Other non-cash items,-,-6000,134000,-35000
Net cash provided by operating activites,-,3754000,4227000,6520000
Investments in property plant and equipment,-,-5897000,-2349000,-1097000
Acquisitions net,-,-1317000,-,-
Purchases of investments,-,-11768000,-11254000,-947000
Sales/Maturities of investments,-,13243000,1245000,356000
Other investing activites,-,-407000,-62000,-4000
Net cash used for investing activites,-,-6146000,-12420000,-1692000
Net change in cash,-,-2127000,1305000,4908000
Cash at beginning of period,-,11864000,10558000,5649000
Cash at end of period,-,9736000,11864000,10558000
Operating Cash Flow,-,3754000,4227000,6520000
Capital Expenditure,-,-5897000,-2349000,-1097000
Free Cash Flow,-,-2143000,1878000,5423000
