Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,62607,62607,50418,48778,47660
Interest Expense,12638,12638,8226,6873,6483
Income Before Tax,12609,12609,14918,14528,12525
Income Tax Expense,2398,2398,3000,6777,3851
Income from Continuing Operations,10211,10211,11917,7751,8673
Net Income,10211,10211,11917,7751,8673
Net Income available to common shareholders,10211,10211,11917,7540,7180
Basic EPS,-,-,1.41,0.89,0.85
Diluted EPS,-,-,1.40,0.87,0.84
Basic Average Shares,-,-,8439,8439,8439
Diluted Average Shares,-,-,8539,8634,8513
