Breakdown,ttm,7/31/2019,7/31/2018,7/31/2017,7/31/2016
Net Income,3092000,2813000,2773000,2674000,2557000
Depreciation & amortization,1770000,1635000,1603000,1554000,1197000
Change in working capital,-267000,169000,348000,-1775000,1557000
Inventory,4000,-96000,82000,-616000,-42000
Other working capital,3548000,3813000,4180000,177000,942000
Other non-cash items,-705000,-388000,-96000,184000,-305000
Net cash provided by operating activites,4486000,4562000,4731000,2143000,5313000
Investments in property plant and equipment,-938000,-749000,-551000,-1966000,-4371000
Acquisitions net,-,0,-,-,-
Purchases of investments,-5370000,-5303000,-3864000,-462000,-1000
Sales/Maturities of investments,3910000,4056000,3508000,-,-
Other investing activites,346000,-63000,-65000,-480000,-407000
Net cash used for investing activites,-2052000,-2059000,-972000,-2908000,-4779000
Net change in cash,1243000,1077000,1841000,-655000,2584000
Cash at beginning of period,9608000,9954000,8112000,8767000,6183000
Cash at end of period,10851000,11032000,9954000,8112000,8767000
Operating Cash Flow,4486000,4562000,4731000,2143000,5313000
Capital Expenditure,-938000,-749000,-551000,-1966000,-4371000
Free Cash Flow,3548000,3813000,4180000,177000,942000
