Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,193530000,173889000,153986000,121446000
Depreciation & amortization,-,46058000,44614000,41800000
Change in working capital,-,416129000,2671304000,7338341000
Other working capital,-,331904000,2805134000,7471163000
Other non-cash items,-,-357093000,-262023000,-276576000
Net cash provided by operating activites,-,374318000,2840458000,7533343000
Investments in property plant and equipment,-,-42414000,-35324000,-62180000
Acquisitions net,-,-11178000,-5536000,-24381000
Purchases of investments,-,-6118951000,-7253887000,-5658711000
Sales/Maturities of investments,-,5944493000,6522805000,5402764000
Other investing activites,-,1000,-,1000
Net cash used for investing activites,-,-225399000,-745854000,-339358000
Net change in cash,-,4852000,2008857000,7207476000
Cash at beginning of period,-,26540249000,24531391000,17323915000
Cash at end of period,-,14079768000,26540249000,24531391000
Operating Cash Flow,-,374318000,2840458000,7533343000
Capital Expenditure,-,-42414000,-35324000,-62180000
Free Cash Flow,-,331904000,2805134000,7471163000
