Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-0.178,-252.531,-3285,-286.708
Acquisitions net,-,-,-,-,-350.876
Sales/Maturities of investments,-,0.01,-,-,117.529
Other investing activites,-,-260,-,-,-
Net cash used for investing activites,-74.933,-211.059,-252.531,-3305,-498.629
Debt repayment,-7.444,-93.308,-6.092,6.551,-32.936
Common stock issued,-,918.172,-,-,200
Other financing activites,-,264.69,-,-,-
Net cash used privided by (used for) financing activities,595.83,1236,973.036,3836,1225
Net change in cash,-76.268,421.496,25.065,-830.538,-212.904
Cash at beginning of period,77.453,51.37,26.305,856.843,1070
Cash at end of period,1.185,472.866,51.37,26.305,856.843
Capital Expenditure,-,-0.178,-252.531,-3285,-286.708
Free Cash Flow,-690.408,-603.196,-947.971,-4647,-1226
