Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,5263259,4652485,4449720,3421530
Liabilities,,,,
Total Liabilities,4651032,4087781,3921601,3040403
Stockholders' Equity,,,,
Common Stock,24650,24545,24360,21111
Retained Earnings,288653,250230,205549,196569
Accumulated other comprehensive income,2187,-7513,-4414,-2409
Total stockholders' equity,612922,565389,528802,381127
Total liabilities and stockholders' equity,5263259,4652485,4449720,3421530
