Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,7765810,6035655,4777897,3930457
Liabilities,,,,
Total Liabilities,7144529,5556301,4388826,3578650
Stockholders' Equity,,,,
Common Stock,411428,331823,289507,285480
Retained Earnings,218449,164009,111732,73744
Accumulated other comprehensive income,1132,-1331,1246,830
Total stockholders' equity,621281,479354,389071,351807
Total liabilities and stockholders' equity,7765810,6035655,4777897,3930457
