Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,150820,150820,144523,101442,63063
Interest Expense,49641,49641,36758,16691,9202
Income Before Tax,32857,32857,46175,31026,13869
Income Tax Expense,7278,7278,10350,10377,4495
Income from Continuing Operations,25579,25579,35825,20649,9374
Net Income,25579,25579,35825,20649,9374
Net Income available to common shareholders,25579,25579,35825,20649,9373
Basic EPS,-,-,2.33,1.66,1.09
Diluted EPS,-,-,2.28,1.62,1.07
Basic Average Shares,-,-,15376,12439,8599
Diluted Average Shares,-,-,15709,12746,8760
