Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1040529,805873,722789,618583
Liabilities,,,,
Total Liabilities,1231,886,1765,2827
Stockholders' Equity,,,,
Common Stock,10186,9331,9331,9331
Total stockholders' equity,1039298,804987,721024,615756
Total liabilities and stockholders' equity,1040529,805873,722789,618583
