Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3585584,3491404,3240736,3326182
Depreciation & amortization,-,1870541,1868168,1859393
Change in working capital,-,-203431,770815,-177162
Inventory,-,-305874,-172094,-111910
Other working capital,-,3145335,3537664,2596255
Other non-cash items,-,223325,110175,-37793
Net cash provided by operating activites,-,5992139,6538737,5206279
Investments in property plant and equipment,-,-2846804,-3001073,-2610024
Purchases of investments,-,-372622,-157847,-87212
Sales/Maturities of investments,-,144937,2,13871
Other investing activites,-,-255274,88430,2187
Net cash used for investing activites,-,-3264824,-2687263,-2681178
Net change in cash,-,1699042,2995071,533552
Cash at beginning of period,-,19176827,16181756,15648203
Cash at end of period,-,20925456,19176827,16181756
Operating Cash Flow,-,5992139,6538737,5206279
Capital Expenditure,-,-2846804,-3001073,-2610024
Free Cash Flow,-,3145335,3537664,2596255
