Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2024427,2163452,2059364,1690904
Depreciation & amortization,-,610973,526143,518960
Change in working capital,-,-668175,-721872,401792
Inventory,-,-801098,-644403,-157993
Other working capital,-,199744,515561,782072
Other non-cash items,-,66209,111009,-288526
Net cash provided by operating activites,-,1827749,1830237,2001518
Investments in property plant and equipment,-,-1628005,-1314676,-1219446
Purchases of investments,-,-322902,-,-103830
Sales/Maturities of investments,-,216018,110460,887906
Other investing activites,-,-59603,-256339,249535
Net cash used for investing activites,-,-1793632,-1459004,-150121
Net change in cash,-,-712253,-146334,685045
Cash at beginning of period,-,5964829,6111164,5426118
Cash at end of period,-,5252576,5964829,6111164
Operating Cash Flow,-,1827749,1830237,2001518
Capital Expenditure,-,-1628005,-1314676,-1219446
Free Cash Flow,-,199744,515561,782072
