Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,999086,1082329,982358,796386
Liabilities,,,,
Total Liabilities,19384,38897,32683,9850
Stockholders' Equity,,,,
Common Stock,387788,427351,456419,483829
Retained Earnings,591914,616081,493256,302707
Total stockholders' equity,979702,1043432,949675,786536
Total liabilities and stockholders' equity,999086,1082329,982358,796386
