Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,73905017000,76831261000,80336760000
Liabilities,,,
Total Liabilities,71769880000,74828136000,78483558000
Stockholders' Equity,,,
Common Stock,500000000,500000000,500000000
Retained Earnings,675526000,595846000,527358000
Total stockholders' equity,2135137000,2003125000,1853202000
Total liabilities and stockholders' equity,73905017000,76831261000,80336760000
