Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1419674,1171454,1444438,1256369
Liabilities,,,,
Total Liabilities,13874,17718,8796,36141
Stockholders' Equity,,,,
Common Stock,895,906,930,944
Total stockholders' equity,1405800,1153736,1435642,1220228
Total liabilities and stockholders' equity,1419674,1171454,1444438,1256369
