Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,14257000,23849000,24280000,19361000
Depreciation & amortization,27835000,25626000,16997000,17957000
Change in working capital,2653000,-11372000,-3424000,2335000
Inventory,-3649000,-2933000,-3339000,-2796000
Other working capital,12036000,3243000,11484000,926000
Other non-cash items,561000,582000,1867000,1005000
Net cash provided by operating activites,45218000,35918000,38823000,37474000
Investments in property plant and equipment,-33182000,-32675000,-27339000,-36548000
Acquisitions net,-,-,-1277000,-9588000
Purchases of investments,-5310000,-4944000,-733000,-558000
Sales/Maturities of investments,4739000,4937000,1553000,1668000
Other investing activites,-146000,1141000,121000,234000
Net cash used for investing activites,-34117000,-31316000,-27498000,-44515000
Net change in cash,-6000,-5202000,1326000,-12355000
Cash at beginning of period,46229000,52635000,51700000,64055000
Cash at end of period,46551000,47434000,51612000,51700000
Operating Cash Flow,45218000,35918000,38823000,37474000
Capital Expenditure,-33182000,-32675000,-27339000,-36548000
Free Cash Flow,12036000,3243000,11484000,926000
