Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3959000,39889000,8291000,5247000
Depreciation & amortization,-,61613000,63244000,63417000
Change in working capital,-,-58642000,-17827000,3455000
Inventory,-,-14794000,-15779000,-17175000
Other working capital,-,-18186000,39612000,11111000
Other non-cash items,-,1984000,4419000,25487000
Net cash provided by operating activites,-,46402000,99018000,65373000
Investments in property plant and equipment,-,-64588000,-59406000,-54262000
Acquisitions net,-,-1003000,-,-410000
Purchases of investments,-,-28011000,-23408000,-18696000
Sales/Maturities of investments,-,7081000,21212000,4429000
Other investing activites,-,5517000,9469000,11526000
Net cash used for investing activites,-,-79280000,-47977000,-28961000
Net change in cash,-,-14672000,-8560000,11008000
Cash at beginning of period,-,107323000,115911000,103611000
Cash at end of period,-,92608000,107323000,115911000
Operating Cash Flow,-,46402000,99018000,65373000
Capital Expenditure,-,-64588000,-59406000,-54262000
Free Cash Flow,-,-18186000,39612000,11111000
