Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-812000,2183000,854000,1532000
Depreciation & amortization,-,1825000,1636000,1599000
Change in working capital,-,428000,-2453000,1580000
Inventory,-,1142000,-569000,242000
Other working capital,-,2142000,-295000,5412000
Other non-cash items,-,-134000,448000,235000
Net cash provided by operating activites,-,3769000,587000,6496000
Investments in property plant and equipment,-,-1627000,-882000,-1084000
Acquisitions net,-,-22000,-,-
Purchases of investments,-,-78000,-305000,-39000
Sales/Maturities of investments,-,498000,29000,2524000
Other investing activites,-,-194000,-26000,35000
Net cash used for investing activites,-,-1438000,-1105000,1376000
Net change in cash,-,4485000,508000,3696000
Cash at beginning of period,-,11379000,10871000,7175000
Cash at end of period,-,15924000,11379000,10871000
Operating Cash Flow,-,3769000,587000,6496000
Capital Expenditure,-,-1627000,-882000,-1084000
Free Cash Flow,-,2142000,-295000,5412000
