Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5462000,5064000,4654000,4726000
Depreciation & amortization,2523000,2400000,2306000,2176000
Change in working capital,-304000,-22000,421000,1116000
Inventory,-630000,-676000,-98000,222000
Other working capital,5142000,4582000,4203000,6424000
Other non-cash items,-22000,33000,-,45000
Net cash provided by operating activites,8038000,7814000,6859000,8512000
Investments in property plant and equipment,-2896000,-3232000,-2656000,-2088000
Purchases of investments,-8125000,-9182000,-4592000,-3049000
Sales/Maturities of investments,5477000,5913000,4200000,3200000
Other investing activites,6000,6000,-,-9000
Net cash used for investing activites,-5465000,-6384000,-2931000,-1816000
Net change in cash,-558000,-1532000,1757000,4182000
Cash at beginning of period,21381000,23722000,21965000,17783000
Cash at end of period,21023000,22190000,23722000,21965000
Operating Cash Flow,8038000,7814000,6859000,8512000
Capital Expenditure,-2896000,-3232000,-2656000,-2088000
Free Cash Flow,5142000,4582000,4203000,6424000
