Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,3476178,3304169,3206533,2717677
Liabilities,,,,
Total Liabilities,3067282,2894927,2808886,2357701
Stockholders' Equity,,,,
Common Stock,180,191,190,180
Retained Earnings,224545,200575,191660,179813
Accumulated other comprehensive income,733,-1598,273,2343
Total stockholders' equity,408896,409242,397647,359976
Total liabilities and stockholders' equity,3476178,3304169,3206533,2717677
