Breakdown,ttm,10/31/2019,10/31/2018,10/31/2017,10/31/2016
Net Income,11237000,12348000,13851000,13439000,13963000
Depreciation & amortization,35594000,33445000,30636000,24418000,21779000
Change in working capital,233000,3949000,6179000,1116000,2670000
Inventory,6018000,7676000,5631000,3800000,3002000
Other working capital,6299000,1090000,14717000,8623000,17165000
Other non-cash items,2367000,-1675000,1931000,23000,1866000
Net cash provided by operating activites,48433000,45695000,53476000,38290000,39627000
Investments in property plant and equipment,-42134000,-44605000,-38759000,-29667000,-22462000
Acquisitions net,-,-,-19000,-38514000,-
Purchases of investments,-,-301000,-206000,-136000,-264000
Sales/Maturities of investments,-,6000,6000,17000,16000
Other investing activites,-4052000,-4567000,-4131000,-4478000,-4450000
Net cash used for investing activites,-46295000,-49454000,-43095000,-72769000,-27148000
Net change in cash,4138000,-5120000,12010000,-1686000,-602000
Cash at beginning of period,21110000,29785000,17775000,19461000,20063000
Cash at end of period,25194000,24664000,29785000,17775000,19461000
Operating Cash Flow,48433000,45695000,53476000,38290000,39627000
Capital Expenditure,-42134000,-44605000,-38759000,-29667000,-22462000
Free Cash Flow,6299000,1090000,14717000,8623000,17165000
