Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2047000,1245000,457000,1019000
Depreciation & amortization,-,2101000,1772000,1344000
Change in working capital,-,223000,-1524000,-373000
Inventory,-,-290000,-510000,-563000
Other working capital,-,-115000,-2121000,-331000
Other non-cash items,-,20000,157000,30000
Net cash provided by operating activites,-,3765000,1917000,1930000
Investments in property plant and equipment,-,-3880000,-4038000,-2261000
Acquisitions net,-,-,-1310000,-
Purchases of investments,-,-374000,-17000,-1505000
Sales/Maturities of investments,-,346000,-,1000
Other investing activites,-,69000,83000,90000
Net cash used for investing activites,-,-3818000,-2944000,-3673000
Net change in cash,-,460000,-739000,76000
Cash at beginning of period,-,2480000,3219000,3143000
Cash at end of period,-,2941000,2480000,3219000
Operating Cash Flow,-,3765000,1917000,1930000
Capital Expenditure,-,-3880000,-4038000,-2261000
Free Cash Flow,-,-115000,-2121000,-331000
