Breakdown,ttm,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Net Income,128847,221321,251503,152956,-18740
Depreciation & amortization,-,257679,238082,259313,195975
Change in working capital,-,835402,853537,727980,578355
Inventory,-,897933,820231,634351,677632
Other working capital,-,-515923,1188128,1184892,-775979
Other non-cash items,-,51845,109567,404651,474886
Net cash provided by operating activites,-,1260143,1308990,1233840,962949
Investments in property plant and equipment,-,-1776066,-120862,-48948,-1738928
Purchases of investments,-,-32602,-,-,-
Other investing activites,-,39200,-3426,8,201383
Net cash used for investing activites,-,-1769040,-122587,-48940,-1537545
Net change in cash,-,-285332,300934,353429,-3558
Cash at beginning of period,-,921387,620453,267024,240716
Cash at end of period,-,636055,921387,620453,267024
Operating Cash Flow,-,1260143,1308990,1233840,962949
Capital Expenditure,-,-1776066,-120862,-48948,-1738928
Free Cash Flow,-,-515923,1188128,1184892,-775979
