Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,864000,1630000,3018000,4628000
Depreciation & amortization,-,1984000,2352000,2542000
Change in working capital,-,-67278000,-49896000,13783000
Other working capital,-,-74360000,-65547000,18486000
Other non-cash items,-,-8832000,-16278000,30092000
Net cash provided by operating activites,-,-73709000,-63585000,20683000
Investments in property plant and equipment,-,-651000,-1962000,-2197000
Acquisitions net,-,-,-,-2950000
Purchases of investments,-,-117586000,-116131000,-213070000
Sales/Maturities of investments,-,202552000,150521000,261004000
Other investing activites,-,1000,-,-2000
Net cash used for investing activites,-,84546000,32639000,42855000
Net change in cash,-,9651000,-40165000,62278000
Cash at beginning of period,-,150770000,190935000,128657000
Cash at end of period,-,160421000,150770000,190935000
Operating Cash Flow,-,-73709000,-63585000,20683000
Capital Expenditure,-,-651000,-1962000,-2197000
Free Cash Flow,-,-74360000,-65547000,18486000
