Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Purchases of investments,-,-,-,50,-
Sales/Maturities of investments,-,20.632,2.532,-,-
Other investing activites,-,-,-,-,549.107
Net cash used for investing activites,-102.22,20.632,2.532,85,549.107
Debt repayment,-192.831,-556.831,-65,-,-
Common stock issued,-,-,-,432.125,-
Common stock repurchased,-,-4.094,-18.733,-12.039,-17.325
Other financing activites,-,-,-,-,-20.583
Net cash used privided by (used for) financing activities,-164,2064,256.267,950.086,237.092
Net change in cash,-1402,624.41,-447.614,452.423,-293.815
Cash at beginning of period,1544,71.537,519.151,66.728,360.543
Cash at end of period,142.033,695.947,71.537,519.151,66.728
Free Cash Flow,-1136,-1460,-706.413,-582.663,-1080
