Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,1582000,1582000,2420000,4504000,3087000
Depreciation & amortization,5309000,5309000,4045000,3277000,3043000
Change in working capital,1771000,1771000,-3119000,-3712000,462000
Inventory,1708000,1708000,-2861000,-2930000,17000
Other working capital,430000,430000,-4938000,-5853000,3267000
Other non-cash items,1162000,1162000,817000,14000,1301000
Net cash provided by operating activites,8732000,8732000,4672000,3658000,7774000
Investments in property plant and equipment,-8302000,-8302000,-9610000,-9511000,-4507000
Acquisitions net,-,-,-5991000,-,-
Purchases of investments,-,-,-,-,-3000
Sales/Maturities of investments,-,-,-,-,2000
Other investing activites,-8000,-8000,87000,194000,-33000
Net cash used for investing activites,-8133000,-8133000,-15153000,-9254000,-4445000
Net change in cash,-811000,-811000,-1277000,1828000,7000
Cash at beginning of period,4098000,4098000,5375000,3546000,3538000
Cash at end of period,3286000,3286000,4098000,5375000,3546000
Operating Cash Flow,8732000,8732000,4672000,3658000,7774000
Capital Expenditure,-8302000,-8302000,-9610000,-9511000,-4507000
Free Cash Flow,430000,430000,-4938000,-5853000,3267000
