Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,173574,366551,377289,469278
Depreciation & amortization,-,40725,43906,61403
Change in working capital,-,100747,4208,37967
Inventory,-,1526,297,-3447
Other working capital,-,547551,506113,583491
Other non-cash items,-,13497,35109,17949
Net cash provided by operating activites,-,602847,528670,665148
Investments in property plant and equipment,-,-55296,-22557,-81657
Sales/Maturities of investments,-,-,7350,-
Other investing activites,-,192,-261,-2732
Net cash used for investing activites,-,-55104,-15468,-88141
Net change in cash,-,361543,159772,162689
Cash at beginning of period,-,4009583,3849810,3687121
Cash at end of period,-,4371126,4009583,3849810
Operating Cash Flow,-,602847,528670,665148
Capital Expenditure,-,-55296,-22557,-81657
Free Cash Flow,-,547551,506113,583491
