Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,737000,894000,970000,861000
Depreciation & amortization,-,1967000,1921000,2004000
Change in working capital,-,-494000,-1126000,-955000
Inventory,-,-654000,96000,-731000
Other working capital,-,-267000,-297000,38000
Other non-cash items,-,-79000,658000,434000
Net cash provided by operating activites,-,2051000,1420000,1876000
Investments in property plant and equipment,-,-2318000,-1717000,-1838000
Acquisitions net,-,-1000,-,-
Purchases of investments,-,-70000,-23000,-79000
Sales/Maturities of investments,-,0,73000,156000
Other investing activites,-,-75000,-167000,-399000
Net cash used for investing activites,-,-2369000,-984000,-786000
Net change in cash,-,-630000,506000,-55000
Cash at beginning of period,-,5457000,4951000,5006000
Cash at end of period,-,4826000,5457000,4951000
Operating Cash Flow,-,2051000,1420000,1876000
Capital Expenditure,-,-2318000,-1717000,-1838000
Free Cash Flow,-,-267000,-297000,38000
