Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,67684,67684,69245,67895,44199
Interest Expense,24137,24137,18978,14645,11285
Income Before Tax,17201,17201,21108,21748,7403
Income Tax Expense,3852,3852,4700,9428,2569
Income from Continuing Operations,13349,13349,16408,12320,4834
Net Income,13349,13349,16408,12320,4834
Net Income available to common shareholders,13349,13349,16408,12320,4834
Basic EPS,-,-,0.57,0.41,0.25
Diluted EPS,-,-,0.57,0.41,0.24
Basic Average Shares,-,-,28887,29859,19708
Diluted Average Shares,-,-,29029,30027,19801
