Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,15445000,17055000,15346000,15325000
Depreciation & amortization,-,11659000,9666000,9230000
Change in working capital,-,-14738000,-3782000,-5959000
Inventory,-,-4780000,-4337000,-1787000
Other working capital,-,990000,7766000,10515000
Other non-cash items,-,1949000,889000,2834000
Net cash provided by operating activites,-,18331000,22221000,22183000
Investments in property plant and equipment,-,-17341000,-14455000,-11668000
Acquisitions net,-,-1550000,-3785000,-379000
Purchases of investments,-,-11425000,-17716000,-18776000
Sales/Maturities of investments,-,15198000,15601000,14999000
Other investing activites,-,19000,1216000,-842000
Net cash used for investing activites,-,-18258000,-19139000,-16666000
Net change in cash,-,7602000,-1860000,692000
Cash at beginning of period,-,48902000,50762000,49981000
Cash at end of period,-,56504000,48902000,50762000
Operating Cash Flow,-,18331000,22221000,22183000
Capital Expenditure,-,-17341000,-14455000,-11668000
Free Cash Flow,-,990000,7766000,10515000
