Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,3428327000,4461576000,4471725000
Liabilities,,,
Total Liabilities,3186019000,4116813000,4131346000
Stockholders' Equity,,,
Common Stock,30043000,30043000,30043000
Retained Earnings,193263000,292841000,291063000
Total stockholders' equity,241027000,342684000,338053000
Total liabilities and stockholders' equity,3428327000,4461576000,4471725000
