Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6690000,7868000,5656000,4426000
Depreciation & amortization,-,3146000,3102000,3144000
Change in working capital,-,230000,-7202000,-12051000
Inventory,-,-3121000,-5582000,-221000
Other working capital,-,10270000,2687000,-2792000
Other non-cash items,-,487000,1248000,1526000
Net cash provided by operating activites,-,10270000,2687000,-2792000
Acquisitions net,-,-1861000,-194000,-173000
Purchases of investments,-,-,-2000,-48000
Sales/Maturities of investments,-,2680000,445000,98000
Other investing activites,-,-3077000,-2823000,-2184000
Net cash used for investing activites,-,-2265000,-2368000,-2182000
Net change in cash,-,1104000,1218000,-107000
Cash at beginning of period,-,4271000,3052000,3110000
Cash at end of period,-,5376000,4271000,3052000
Operating Cash Flow,-,10270000,2687000,-2792000
Free Cash Flow,-,10270000,2687000,-2792000
