Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Investments in property plant and equipment,-1133,-1133,-940.677,-856.244,-820.256
Purchases of investments,-,-,-,-20,-
Other investing activites,82.896,82.896,-84.214,-1077,-269.582
Net cash used for investing activites,-1050,-1050,-1025,4462,5853
Common stock issued,-,-,-,-,2829
Common stock repurchased,-,-,-,-,-138.963
Net cash used privided by (used for) financing activities,-,-,-,-,2690
Net change in cash,-1642,-1642,-1817,3098,6901
Cash at beginning of period,8833,8833,9709,7168,231.26
Cash at end of period,7217,7217,8833,9709,7168
Capital Expenditure,-1133,-1133,-940.677,-856.244,-820.256
Free Cash Flow,-1725,-1725,-1733,-2221,-2462
