Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-693586,296018,-137116,-768242
Depreciation & amortization,-,154402,141763,162525
Change in working capital,-,178731,454024,386626
Inventory,-,125595,57501,20783
Other working capital,-,-120128,52053,175495
Other non-cash items,-,5842,26466,24556
Net cash provided by operating activites,-,-78395,85123,272230
Investments in property plant and equipment,-,-41733,-33070,-96735
Other investing activites,-,11593,-94755,3629
Net cash used for investing activites,-,1727801,-127825,-93106
Net change in cash,-,693504,-320686,-559561
Cash at beginning of period,-,726026,1046712,1606273
Cash at end of period,-,1419530,726026,1046712
Operating Cash Flow,-,-78395,85123,272230
Capital Expenditure,-,-41733,-33070,-96735
Free Cash Flow,-,-120128,52053,175495
