Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1488015,1585325,1625558,1620037
Liabilities,,,,
Total Liabilities,1313643,1398175,1427924,1415257
Stockholders' Equity,,,,
Common Stock,153,165,179,192
Retained Earnings,61573,56167,43274,39483
Accumulated other comprehensive income,226,271,370,376
Total stockholders' equity,174372,187150,197634,204780
Total liabilities and stockholders' equity,1488015,1585325,1625558,1620037
