Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6326000,5190000,4406000,-23427000
Depreciation & amortization,9262000,9482000,9931000,11531000
Change in working capital,614000,2010000,-422000,-1087000
Other working capital,16007000,14848000,3824000,-452000
Other non-cash items,3194000,1362000,200000,2603000
Net cash provided by operating activites,20691000,18498000,12207000,12526000
Investments in property plant and equipment,-4684000,-3650000,-8383000,-12978000
Acquisitions net,-,-476000,-94000,-
Purchases of investments,-117000,-519000,-21000,-355000
Sales/Maturities of investments,92000,407000,1060000,11000
Other investing activites,0,-1000,-19000,397000
Net cash used for investing activites,-4563000,-4043000,-5806000,-12872000
Net change in cash,346000,-2291000,-5475000,5890000
Cash at beginning of period,24055000,25296000,30891000,25000000
Cash at end of period,24731000,23004000,25296000,30891000
Operating Cash Flow,20691000,18498000,12207000,12526000
Capital Expenditure,-4684000,-3650000,-8383000,-12978000
Free Cash Flow,16007000,14848000,3824000,-452000
