Breakdown,ttm,1/31/2019,1/31/2018,1/31/2017
Net Income,3797634,3400101,2604977,2612474
Depreciation & amortization,-,772403,802727,795968
Change in working capital,-,929120,-1421290,-2839834
Inventory,-,-18269,-814988,15468
Other working capital,-,6342131,1860333,1387707
Other non-cash items,-,3614,55000,61727
Net cash provided by operating activites,-,6342131,1860333,1387707
Acquisitions net,-,-522675,-,-
Purchases of investments,-,-500000,-10102,-236193
Sales/Maturities of investments,-,10000,181281,495242
Other investing activites,-,-593802,-628970,-920420
Net cash used for investing activites,-,-1606477,-457791,-650651
Net change in cash,-,3842902,689290,188337
Cash at beginning of period,-,10732954,10043664,9855326
Cash at end of period,-,14575857,10732954,10043664
Operating Cash Flow,-,6342131,1860333,1387707
Free Cash Flow,-,6342131,1860333,1387707
