Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-669903,-1062319,744514,419652
Depreciation & amortization,-,738938,551609,531667
Change in working capital,-,-105304,491772,11133
Inventory,-,-82117,100737,-178012
Other working capital,-,-696677,334307,-1474140
Other non-cash items,-,-220842,307064,-217988
Net cash provided by operating activites,-,-287359,2180625,666951
Investments in property plant and equipment,-,-409318,-1846318,-2141091
Purchases of investments,-,-284209,-1782,-289169
Sales/Maturities of investments,-,506001,60980,15745
Other investing activites,-,1297,-3709,-989
Net cash used for investing activites,-,-186229,-1790829,-2415504
Net change in cash,-,-617617,182058,-318767
Cash at beginning of period,-,986743,770731,1089498
Cash at end of period,-,369125,952789,770731
Operating Cash Flow,-,-287359,2180625,666951
Capital Expenditure,-,-409318,-1846318,-2141091
Free Cash Flow,-,-696677,334307,-1474140
