Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5935000,9249000,11541000,5392000
Depreciation & amortization,-,8980000,10128000,10959000
Change in working capital,-,-713000,8265000,-4266000
Inventory,-,-976000,1990000,-1198000
Other working capital,-,11167000,20931000,-7929000
Other non-cash items,-,2911000,8158000,35000
Net cash provided by operating activites,-,17508000,27885000,4209000
Investments in property plant and equipment,-,-6341000,-6954000,-12138000
Acquisitions net,-,-,-4359000,-
Purchases of investments,-,0,-966000,-602000
Sales/Maturities of investments,-,33000,6000,15000
Other investing activites,-,-1832000,-5202000,-1890000
Net cash used for investing activites,-,-7093000,-17430000,-13200000
Net change in cash,-,-26000,-1237000,-3581000
Cash at beginning of period,-,33911000,35333000,38914000
Cash at end of period,-,33843000,33911000,35333000
Operating Cash Flow,-,17508000,27885000,4209000
Capital Expenditure,-,-6341000,-6954000,-12138000
Free Cash Flow,-,11167000,20931000,-7929000
