Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,647093,149143,46558,315023
Depreciation & amortization,-,408693,302569,174448
Change in working capital,-,-238634,-326406,553761
Inventory,-,-250959,-182809,637738
Other working capital,-,439788,-672058,926237
Other non-cash items,-,197293,-33912,-206039
Net cash provided by operating activites,-,688092,-217310,1060985
Investments in property plant and equipment,-,-248304,-454748,-134748
Acquisitions net,-,-106656,-172248,-493891
Purchases of investments,-,-,-23780,-
Sales/Maturities of investments,-,-,5449,2795
Other investing activites,-,-4595,-27482,38055
Net cash used for investing activites,-,-323473,-1472356,-581785
Net change in cash,-,406827,-661942,190014
Cash at beginning of period,-,1717091,2379033,2189019
Cash at end of period,-,2123918,1717091,2379033
Operating Cash Flow,-,688092,-217310,1060985
Capital Expenditure,-,-248304,-454748,-134748
Free Cash Flow,-,439788,-672058,926237
