Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,195892,207360,154066,-99368
Depreciation & amortization,-,131951,91464,86002
Change in working capital,-,55230,-408156,322142
Inventory,-,-21225,-17410,34698
Other working capital,-,265922,-148145,231947
Other non-cash items,-,5015,105277,-243
Net cash provided by operating activites,-,374369,-55194,291987
Investments in property plant and equipment,-,-108447,-92951,-60040
Acquisitions net,-,-,-420000,-30000
Purchases of investments,-,-759460,-,-
Sales/Maturities of investments,-,824695,20479,70503
Other investing activites,-,-12544,52322,-270
Net cash used for investing activites,-,-55756,-440150,-459
Net change in cash,-,106858,-103325,90179
Cash at beginning of period,-,462560,535886,445707
Cash at end of period,-,569419,462560,535886
Operating Cash Flow,-,374369,-55194,291987
Capital Expenditure,-,-108447,-92951,-60040
Free Cash Flow,-,265922,-148145,231947
