Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Net Income,1958258,2697564,3118297,2845744,1901352
Depreciation & amortization,3531689,3320085,2910030,2614457,2189453
Change in working capital,-2086910,-2118345,-785785,-299245,-1607536
Inventory,-3136365,-2760211,-1867026,-1765871,-1593279
Other working capital,-7863156,-6422688,75160,-1213799,-4965764
Other non-cash items,-378169,341951,143738,172354,392325
Net cash provided by operating activites,2945361,4300287,5365353,5238675,2695936
Investments in property plant and equipment,-10808517,-10722975,-5290193,-6452474,-7661700
Purchases of investments,-,-,-,-,-9600
Other investing activites,-223117,-223646,-152855,-155612,-142664
Net cash used for investing activites,-11031634,-10946621,-5443048,-6607886,-7813964
Net change in cash,-99646,216121,115828,506062,-64172
Cash at beginning of period,2215806,2227552,2111724,1605661,1669834
Cash at end of period,2116177,2443674,2227552,2111724,1605661
Operating Cash Flow,2945361,4300287,5365353,5238675,2695936
Capital Expenditure,-10808517,-10722975,-5290193,-6452474,-7661700
Free Cash Flow,-7863156,-6422688,75160,-1213799,-4965764
