Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,10159000,9577000,9320000,8776000
Depreciation & amortization,-,7856000,7459000,7070000
Change in working capital,-,-1308000,-136000,218000
Inventory,-,975000,-727000,213000
Other working capital,-,5596000,10371000,7557000
Other non-cash items,-,-780000,-202000,-90000
Net cash provided by operating activites,-,13979000,17852000,15693000
Investments in property plant and equipment,-,-8383000,-7481000,-8136000
Acquisitions net,-,-,-,-2087000
Purchases of investments,-,-4272000,-3305000,-3665000
Sales/Maturities of investments,-,1852000,4764000,4809000
Other investing activites,-,103000,2021000,773000
Net cash used for investing activites,-,-10648000,-3780000,-8306000
Net change in cash,-,404000,11355000,3039000
Cash at beginning of period,-,43357000,32001000,28962000
Cash at end of period,-,43824000,43357000,32001000
Operating Cash Flow,-,13979000,17852000,15693000
Capital Expenditure,-,-8383000,-7481000,-8136000
Free Cash Flow,-,5596000,10371000,7557000
