Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,11794929,11794929,11305044,10798556,11295596
Depreciation & amortization,6887930,6887930,6528561,6427924,6450903
Change in working capital,403682,403682,-1653669,-3384598,-361500
Inventory,-6660928,-6660928,-129411,-1703750,4896619
Other working capital,14465709,14465709,9827567,7512249,10613358
Other non-cash items,158918,158918,1693477,1691931,588925
Net cash provided by operating activites,22530536,22530536,18869344,16209056,20986379
Investments in property plant and equipment,-8064827,-8064827,-9041777,-8696807,-10373021
Acquisitions net,-,-,-66678,-,-
Purchases of investments,-69627844,-69627844,-54320829,-34919820,-37343114
Sales/Maturities of investments,69867888,69867888,57052326,37795143,21197216
Other investing activites,-8450,-8450,77748,201962,920935
Net cash used for investing activites,-4568868,-4568868,-4333324,-2974729,-24708539
Net change in cash,5529492,5529492,-17415449,19673360,-1929975
Cash at beginning of period,30290094,30290094,47705543,28016288,29944221
Cash at end of period,35819586,35819586,30290094,47689648,28014246
Operating Cash Flow,22530536,22530536,18869344,16209056,20986379
Capital Expenditure,-8064827,-8064827,-9041777,-8696807,-10373021
Free Cash Flow,14465709,14465709,9827567,7512249,10613358
