Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Debt repayment,-,-,-64843,-35848,-
Common stock issued,-,-,55937,15682,7720
Common stock repurchased,-,-,-,-,-100
Dividends Paid,-15386,-13174,-10798,-7722,-7677
Net cash used privided by (used for) financing activities,-172516,23733,-20533,-29868,111886
Net change in cash,42347,136,-550,344,-56394
Cash at beginning of period,77,108,658,314,57329
Cash at end of period,42424,244,108,658,314
Free Cash Flow,214863,-23597,19983,30212,-168280
