Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,298382,385663,451847,478489
Depreciation & amortization,-,184175,163680,121206
Stock based compensation,-,-,-,758
Change in working capital,-,-18846,-29704,-11691
Inventory,-,-11871,-2018,-3273
Other working capital,-,94708,-122828,283406
Other non-cash items,-,-30232,-26945,-39254
Net cash provided by operating activites,-,591666,519005,540531
Investments in property plant and equipment,-,-496958,-641833,-257125
Purchases of investments,-,-88008,-,-
Sales/Maturities of investments,-,63006,-,-
Other investing activites,-,-47402,-70940,-31308
Net cash used for investing activites,-,-569362,-710573,-290633
Net change in cash,-,18267,-194352,245603
Cash at beginning of period,-,392205,586557,340953
Cash at end of period,-,410472,392205,586557
Operating Cash Flow,-,591666,519005,540531
Capital Expenditure,-,-496958,-641833,-257125
Free Cash Flow,-,94708,-122828,283406
