Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-11.24,-,-,-
Sales/Maturities of investments,-,-,-,74.073,96.998
Net cash used for investing activites,-,-11.24,-,74.073,96.998
Debt repayment,-,-,-29.608,20.011,-
Common stock issued,-,-,6496,827.111,11
Common stock repurchased,-,-53.3,-27.058,-14.721,-5.109
Net cash used privided by (used for) financing activities,-,-53.3,6439,832.401,5.891
Net change in cash,-1087,-1205,5914,19.168,-201.355
Cash at beginning of period,5391,5956,41.714,28.846,216.367
Cash at end of period,4304,4751,5956,41.714,28.846
Capital Expenditure,-,-11.24,-,-,-
Free Cash Flow,-1087,-1152,-524.818,-887.306,-304.244
