Breakdown,ttm,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Net Income,3975000,4571000,4151000,3671000,2725779
Depreciation & amortization,1822000,1739000,1658000,1587000,1076932
Change in working capital,-1170000,-4457000,-2481000,-686000,1006687
Inventory,-1137000,163000,480000,190000,-1210614
Other working capital,2693000,1143000,2949000,764000,-216881
Other non-cash items,982000,786000,1029000,-222000,103788
Net cash provided by operating activites,5768000,3090000,4231000,4234000,4615818
Investments in property plant and equipment,-3075000,-1947000,-1282000,-3470000,-4832699
Acquisitions net,-,-,-591000,-,-240000
Purchases of investments,-2936000,-3140000,-3694000,-3050000,-1250488
Sales/Maturities of investments,3531000,2765000,3650000,1250000,1250318
Other investing activites,-89000,-232000,-74000,-21000,-77283
Net cash used for investing activites,-2569000,-2554000,-1991000,-5291000,-5150152
Net change in cash,1351000,-409000,386000,1731000,-1450532
Cash at beginning of period,4674000,5329000,4943000,3212000,4662909
Cash at end of period,6081000,4920000,5329000,4943000,3212376
Operating Cash Flow,5768000,3090000,4231000,4234000,4615818
Capital Expenditure,-3075000,-1947000,-1282000,-3470000,-4832699
Free Cash Flow,2693000,1143000,2949000,764000,-216881
