Breakdown,ttm,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Net Income,1155000,272000,-1073000,1300000,1653000
Depreciation & amortization,-,1607000,1592000,1845000,1821000
Change in working capital,-,-289000,-598000,-55000,-73000
Inventory,-,29000,3000,53000,23000
Other working capital,-,187000,-722000,341000,2508000
Other non-cash items,-,1156000,-504000,-342000,396000
Net cash provided by operating activites,-,1425000,738000,2664000,3408000
Investments in property plant and equipment,-,-1238000,-1460000,-2323000,-900000
Acquisitions net,-,-264000,-417000,-,-
Purchases of investments,-,-123000,-197000,-120000,-74000
Sales/Maturities of investments,-,141000,157000,202000,439000
Other investing activites,-,219000,-488000,-500000,39000
Net cash used for investing activites,-,679000,10575000,-2328000,799000
Net change in cash,-,171000,4571000,-645000,1232000
Cash at beginning of period,-,7766000,3194000,3840000,2602000
Cash at end of period,-,7937000,7766000,3194000,3840000
Operating Cash Flow,-,1425000,738000,2664000,3408000
Capital Expenditure,-,-1238000,-1460000,-2323000,-900000
Free Cash Flow,-,187000,-722000,341000,2508000
