Breakdown,ttm,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Net Income,18664470,18664470,14332204,12688018,10611049
Depreciation & amortization,7557518,7557518,6265631,5773628,5174400
Change in working capital,5469561,5469561,-3677629,4820686,2028856
Other working capital,-55045284,-55045284,-71233938,-36182751,-24003711
Other non-cash items,1758440,1758440,1752937,1880640,1805728
Net cash provided by operating activites,31856043,31856043,17056934,23400053,17961118
Investments in property plant and equipment,-86901327,-86901327,-88290872,-59582804,-41964829
Other investing activites,1253695,1253695,2432617,690800,251211
Net cash used for investing activites,-85647632,-85647632,-85858255,-58992004,-41713618
Net change in cash,5974274,5974274,499728,4622162,-700797
Cash at beginning of period,32075059,32075059,27085539,20406474,21692376
Cash at end of period,38049334,38049334,27585268,25028636,20991578
Operating Cash Flow,31856043,31856043,17056934,23400053,17961118
Capital Expenditure,-86901327,-86901327,-88290872,-59582804,-41964829
Free Cash Flow,-55045284,-55045284,-71233938,-36182751,-24003711
