Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,8988719,8389137,7479029,6890096
Liabilities,,,,
Total Liabilities,7798038,7280196,6528591,6047297
Stockholders' Equity,,,,
Common Stock,331,342,340,338
Retained Earnings,705105,584494,431544,331311
Accumulated other comprehensive income,2959,-4275,-1750,-2381
Total stockholders' equity,1190681,1108941,950438,842799
Total liabilities and stockholders' equity,8988719,8389137,7479029,6890096
