Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,1707809,1707809,1915181,5404774,1891817
Depreciation & amortization,-,-,177630,186708,179699
Change in working capital,-,-,-8216157,-1900533,-527901
Other working capital,-,-,-5045596,734658,1805513
Other non-cash items,-,-,-4214992,-4103019,-3990603
Net cash provided by operating activites,-,-,-4869362,867683,2073430
Investments in property plant and equipment,-,-,-176234,-133025,-267917
Other investing activites,-,-,-,-,0
Net cash used for investing activites,-,-,-176100,6178517,-267779
Net change in cash,-,-,-5962029,2251181,2896492
Cash at beginning of period,-,-,22575403,20147048,17285847
Cash at end of period,-,-,16479375,22575403,20147048
Operating Cash Flow,-,-,-4869362,867683,2073430
Capital Expenditure,-,-,-176234,-133025,-267917
Free Cash Flow,-,-,-5045596,734658,1805513
