Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1892000,1864000,897000,1394380
Depreciation & amortization,-,975000,1179000,1267522
Change in working capital,-,412000,-1235000,759935
Inventory,-,93000,468000,348120
Other working capital,-,3186000,2488000,3047164
Other non-cash items,-,23000,2197000,-273481
Net cash provided by operating activites,-,4449000,3686000,4301891
Investments in property plant and equipment,-,-1263000,-1198000,-1254727
Purchases of investments,-,-334000,-53000,-2000000
Sales/Maturities of investments,-,275000,300000,-
Other investing activites,-,-11000,-275000,-180439
Net cash used for investing activites,-,-1333000,-1000000,-3434477
Net change in cash,-,1585000,885000,-557087
Cash at beginning of period,-,16401000,15515000,16072409
Cash at end of period,-,17986000,16401000,15515321
Operating Cash Flow,-,4449000,3686000,4301891
Capital Expenditure,-,-1263000,-1198000,-1254727
Free Cash Flow,-,3186000,2488000,3047164
