Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,25337000,25543000,24285000,22909000
Depreciation & amortization,6971000,7355000,6099000,4774000
Change in working capital,-2373000,1596000,841000,623000
Other working capital,24905000,30467000,28058000,23005000
Other non-cash items,323000,-749000,-828000,845000
Net cash provided by operating activites,29281000,32894000,32505000,28882000
Investments in property plant and equipment,-4376000,-2427000,-4447000,-5877000
Acquisitions net,-,-,-51071000,-
Sales/Maturities of investments,-,-,86000,3167000
Other investing activites,-74000,-41000,20878000,-2150000
Net cash used for investing activites,-4283000,-1496000,-34498000,-4823000
Net change in cash,1546000,11729000,-14155000,10507000
Cash at beginning of period,35815000,33722000,47878000,37370000
Cash at end of period,37362000,45452000,33722000,47878000
Operating Cash Flow,29281000,32894000,32505000,28882000
Capital Expenditure,-4376000,-2427000,-4447000,-5877000
Free Cash Flow,24905000,30467000,28058000,23005000
