Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,35677000,29160000,30135000,34532000
Depreciation & amortization,-,20114000,19175000,15161000
Change in working capital,-,-19728000,-45092000,-14224000
Inventory,-,-21173000,-38473000,-16920000
Other working capital,-,17646000,-3278000,-11165000
Other non-cash items,-,2843000,-2993000,986000
Net cash provided by operating activites,-,40689000,13732000,40337000
Investments in property plant and equipment,-,-23043000,-17010000,-51502000
Acquisitions net,-,-46771000,-7661000,-7585000
Purchases of investments,-,-13556000,-42710000,-3994000
Sales/Maturities of investments,-,8911000,3507000,386000
Other investing activites,-,817000,13427000,-6475000
Net cash used for investing activites,-,-71659000,-46250000,-62350000
Net change in cash,-,-20453000,-7670000,-8558000
Cash at beginning of period,-,125555000,132707000,141265000
Cash at end of period,-,105102000,125555000,132707000
Operating Cash Flow,-,40689000,13732000,40337000
Capital Expenditure,-,-23043000,-17010000,-51502000
Free Cash Flow,-,17646000,-3278000,-11165000
