Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,-1470985,-1632439,180770,508220
Depreciation & amortization,-,565597,587297,548644
Change in working capital,-,-243110,-501077,-232812
Inventory,-,10709,-268528,825
Other working capital,-,504655,-792261,1042545
Other non-cash items,-,83556,-33048,-130736
Net cash provided by operating activites,-,781933,72650,1413031
Investments in property plant and equipment,-,-277278,-864911,-370486
Purchases of investments,-,-4009,-3597,-9433
Other investing activites,-,163532,-167032,2523
Net cash used for investing activites,-,-108767,-1027068,-362176
Net change in cash,-,165545,-148192,181371
Cash at beginning of period,-,830972,979165,797793
Cash at end of period,-,996518,830972,979165
Operating Cash Flow,-,781933,72650,1413031
Capital Expenditure,-,-277278,-864911,-370486
Free Cash Flow,-,504655,-792261,1042545
