Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,172573,124579,-37629,-55500
Depreciation & amortization,-,427700,421807,422398
Change in working capital,-,-43766,3998,-217498
Inventory,-,-184419,-135786,-83917
Other working capital,-,-2394,-34293,-39890
Other non-cash items,-,29692,25747,40343
Net cash provided by operating activites,-,569677,362925,190328
Investments in property plant and equipment,-,-572071,-397218,-230218
Purchases of investments,-,-15613,-28370,-38807
Sales/Maturities of investments,-,29100,1000,3000
Other investing activites,-,1,-2,-
Net cash used for investing activites,-,-558413,-424266,-265262
Net change in cash,-,38567,117067,161364
Cash at beginning of period,-,1264113,1147046,985681
Cash at end of period,-,1302680,1264113,1147046
Operating Cash Flow,-,569677,362925,190328
Capital Expenditure,-,-572071,-397218,-230218
Free Cash Flow,-,-2394,-34293,-39890
