Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,530993,530993,732554,651494,516430
Depreciation & amortization,-,-,6644,7613,7395
Change in working capital,-,-,35571,115379,-187233
Other working capital,-,-,214437,302829,-13064
Other non-cash items,-,-,40878,-67343,49100
Net cash provided by operating activites,-,-,216378,304880,-4573
Investments in property plant and equipment,-,-,-1941,-2051,-8491
Acquisitions net,-,-,0,-98973,-
Purchases of investments,-,-,-,-,0
Sales/Maturities of investments,-,-,-,-,0
Other investing activites,-,-,570,-217,211
Net cash used for investing activites,-,-,-10465,-232093,-80665
Net change in cash,-,-,24907,-23842,-124784
Cash at beginning of period,-,-,384312,437286,542144
Cash at end of period,-,-,425600,384312,437286
Operating Cash Flow,-,-,216378,304880,-4573
Capital Expenditure,-,-,-1941,-2051,-8491
Free Cash Flow,-,-,214437,302829,-13064
