Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,144375000,130817000,119731000,103488000
Depreciation & amortization,-,46312000,41627000,39445000
Change in working capital,-,80751000,24354000,2655000
Inventory,-,65981000,25915000,5573000
Other working capital,-,71484000,-30083000,-96423000
Other non-cash items,-,18383000,13703000,26616000
Net cash provided by operating activites,-,260057000,189933000,158507000
Investments in property plant and equipment,-,-188573000,-220016000,-254930000
Purchases of investments,-,-31281000,-28834000,-21249000
Sales/Maturities of investments,-,334000,2196000,1857000
Other investing activites,-,3691000,25763000,37000
Net cash used for investing activites,-,-209212000,-220534000,-274161000
Net change in cash,-,-94969000,-4263000,81954000
Cash at beginning of period,-,262045000,267943000,185989000
Cash at end of period,-,170707000,262045000,267943000
Operating Cash Flow,-,260057000,189933000,158507000
Capital Expenditure,-,-188573000,-220016000,-254930000
Free Cash Flow,-,71484000,-30083000,-96423000
