Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1275076,1258525,1194135,846640
Liabilities,,,,
Total Liabilities,1062301,1048914,1058020,742367
Stockholders' Equity,,,,
Common Stock,18330,19312,14009,11645
Retained Earnings,52675,39640,25858,22673
Accumulated other comprehensive income,900,-59,398,358
Total stockholders' equity,212775,209611,136115,104273
Total liabilities and stockholders' equity,1275076,1258525,1194135,846640
