Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,1637579,1480187,1426458,1262071
Liabilities,,,,
Total Liabilities,1356272,1192628,1146612,1152122
Stockholders' Equity,,,,
Common Stock,187,182,182,0
Retained Earnings,134500,128365,121148,117919
Accumulated other comprehensive income,-5090,-6950,-5215,-7970
Total stockholders' equity,281307,287559,279846,109949
Total liabilities and stockholders' equity,1637579,1480187,1426458,1262071
