Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,218383,264526,323336,643554
Depreciation & amortization,-,217355,253772,265822
Change in working capital,-,-115803,-517591,220372
Inventory,-,141377,-460285,15267
Other working capital,-,66776,-308119,690507
Other non-cash items,-,-114657,-118857,-107891
Net cash provided by operating activites,-,141362,-143872,837499
Investments in property plant and equipment,-,-74586,-164247,-146992
Purchases of investments,-,-75766,-125593,-129319
Sales/Maturities of investments,-,221267,17036,148085
Other investing activites,-,3485,-78577,-54857
Net cash used for investing activites,-,207928,75795,1020909
Net change in cash,-,-250574,-433434,666420
Cash at beginning of period,-,956446,1389881,723461
Cash at end of period,-,705872,956446,1389881
Operating Cash Flow,-,141362,-143872,837499
Capital Expenditure,-,-74586,-164247,-146992
Free Cash Flow,-,66776,-308119,690507
