Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,1104000,1104000,469000,1263000,610000
Depreciation & amortization,1448000,1448000,1701000,1623000,1869000
Change in working capital,1408000,1408000,1130000,116000,207000
Inventory,-66000,-66000,438000,11000,317000
Other working capital,3927000,3927000,3735000,3122000,3224000
Other non-cash items,306000,306000,612000,358000,123000
Net cash provided by operating activites,3927000,3927000,3735000,3122000,3224000
Purchases of investments,-11000,-11000,-11000,-11000,-11000
Sales/Maturities of investments,16000,16000,41000,4000,4000
Other investing activites,-2289000,-2289000,-3018000,-1966000,-528000
Net cash used for investing activites,-2284000,-2284000,-2988000,-1973000,-535000
Net change in cash,-54000,-54000,-82000,-554000,220000
Cash at beginning of period,1247000,1247000,1329000,1883000,1662000
Cash at end of period,1192000,1192000,1247000,1329000,1883000
Operating Cash Flow,3927000,3927000,3735000,3122000,3224000
Free Cash Flow,3927000,3927000,3735000,3122000,3224000
